Date,Price,Open,High,Low,per_change
6-Mar-17,1.0581,1.0617,1.0643,1.0575,-0.004
7-Mar-17,1.0566,1.0583,1.0603,1.0557,-0.0014
8-Mar-17,1.0541,1.0566,1.0576,1.0535,-0.0024
9-Mar-17,1.0577,1.0541,1.0617,1.0525,0.0034
10-Mar-17,1.0672,1.0577,1.0702,1.0572,0.009
13-Mar-17,1.0654,1.0672,1.0715,1.065,-0.0017
14-Mar-17,1.0604,1.0655,1.0664,1.0599,-0.0047
15-Mar-17,1.0735,1.0604,1.0742,1.0603,0.0124
16-Mar-17,1.0766,1.0734,1.0772,1.0706,0.0029
17-Mar-17,1.0738,1.0765,1.0784,1.0728,-0.0026
20-Mar-17,1.0739,1.074,1.0779,1.0725,0.0001
21-Mar-17,1.0811,1.074,1.0822,1.072,0.0067
22-Mar-17,1.0797,1.081,1.0827,1.0776,-0.0013
23-Mar-17,1.0783,1.0797,1.0807,1.0769,-0.0013
24-Mar-17,1.0799,1.0784,1.082,1.0761,0.0015
27-Mar-17,1.0865,1.0797,1.0905,1.0795,0.0061
28-Mar-17,1.0813,1.0864,1.0873,1.0797,-0.0048
29-Mar-17,1.0767,1.0811,1.0827,1.0739,-0.0043
30-Mar-17,1.0675,1.0765,1.0772,1.0671,-0.0085
31-Mar-17,1.0652,1.0675,1.0705,1.0652,-0.0022
3-Apr-17,1.0671,1.066,1.0683,1.0643,0.0018
4-Apr-17,1.0674,1.0669,1.0678,1.0635,0.0003
5-Apr-17,1.0663,1.0672,1.069,1.0633,-0.001
6-Apr-17,1.0644,1.0663,1.0687,1.063,-0.0018
7-Apr-17,1.059,1.0644,1.0668,1.058,-0.0051
10-Apr-17,1.0596,1.0593,1.0609,1.0571,0.0006
11-Apr-17,1.0602,1.0595,1.0631,1.0577,0.0006
12-Apr-17,1.0666,1.0606,1.0677,1.0589,0.006
13-Apr-17,1.0614,1.0664,1.0679,1.0609,-0.0049
14-Apr-17,1.0612,1.0615,1.0633,1.0607,-0.0002
17-Apr-17,1.0643,1.0615,1.0674,1.0603,0.0029
18-Apr-17,1.0734,1.0643,1.0737,1.0636,0.0086
19-Apr-17,1.0711,1.073,1.0738,1.07,-0.0021
20-Apr-17,1.0717,1.0711,1.078,1.0709,0.0006
21-Apr-17,1.0728,1.0719,1.0739,1.0682,0.001
24-Apr-17,1.0868,1.089,1.0936,1.0819,0.013
25-Apr-17,1.0926,1.0868,1.0951,1.0851,0.0053
26-Apr-17,1.0903,1.0924,1.0951,1.0856,-0.0021
27-Apr-17,1.0873,1.0903,1.0933,1.0851,-0.0028
28-Apr-17,1.0897,1.0877,1.0949,1.0857,0.0022
1-May-17,1.0899,1.0906,1.0924,1.0883,0.0002
2-May-17,1.093,1.0901,1.0936,1.0889,0.0028
3-May-17,1.0885,1.093,1.0939,1.0883,-0.0041
4-May-17,1.0984,1.0884,1.0987,1.0874,0.0091
5-May-17,1.0998,1.0991,1.1002,1.0951,0.0013
8-May-17,1.0924,1.0998,1.1024,1.0917,-0.0067
9-May-17,1.0874,1.0923,1.0935,1.0862,-0.0046
